Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Arrival_Time
Alliance Air,2025-06-07,Jaipur,Mumbai,00:05,5h 41m,1 stop,In-flight meal not included,9550,05:46
GoAir,2025-03-03,Mumbai,Delhi,10:48,3h 19m,3 stops,No check-in baggage included,3686,14:07
SpiceJet,2025-06-27,Delhi,Bangalore,14:47,1h 25m,non-stop,No check-in baggage included,14835,16:12
GoAir,2024-12-25,Mumbai,Bangalore,06:56,6h 17m,3 stops,No check-in baggage included,7705,13:13
Vistara,2025-01-06,Mumbai,Pune,18:29,9h 30m,2 stops,In-flight meal not included,6267,03:59
Vistara,2025-06-02,Delhi,Pune,07:36,3h 34m,2 stops,No check-in baggage included,6177,11:10
SpiceJet,2024-09-19,Hyderabad,Delhi,07:49,9h 26m,non-stop,No Info,11147,17:15
SpiceJet,2024-12-17,Kolkata,Mumbai,14:30,1h 14m,1 stop,No Info,13498,15:44
Air India,2024-11-14,Kolkata,Mumbai,08:32,9h 22m,non-stop,No check-in baggage included,7460,17:54
IndiGo,2025-08-01,Hyderabad,Chennai,11:10,4h 17m,non-stop,No check-in baggage included,4424,15:27
AirAsia,2025-01-12,Bangalore,Chennai,06:26,1h 42m,1 stop,No Info,5335,08:08
Vistara,2024-10-30,Pune,Jaipur,19:04,2h 17m,non-stop,No check-in baggage included,12745,21:21
SpiceJet,2025-08-18,Delhi,Hyderabad,02:16,5h 47m,2 stops,In-flight meal not included,11209,08:03
SpiceJet,2025-03-18,Kolkata,Pune,22:52,6h 20m,1 stop,In-flight meal not included,5334,05:12
AirAsia,2025-07-01,Delhi,Hyderabad,05:21,5h 4m,3 stops,No Info,2351,10:25
IndiGo,2025-04-15,Pune,Jaipur,11:57,5h 10m,3 stops,No check-in baggage included,6919,17:07
GoAir,2025-06-12,Mumbai,Jaipur,22:05,4h 23m,3 stops,No Info,3952,02:28
SpiceJet,2025-08-25,Mumbai,Jaipur,16:38,6h 44m,3 stops,In-flight meal not included,11956,23:22
Vistara,2024-11-08,Chennai,Pune,13:52,3h 28m,non-stop,In-flight meal not included,6084,17:20
IndiGo,2024-10-28,Bangalore,Delhi,15:45,2h 55m,2 stops,No Info,3396,18:40
Vistara,2025-08-05,Chennai,Delhi,18:57,6h 20m,1 stop,No Info,4589,01:17
Air India,2024-12-15,Chennai,Jaipur,01:04,8h 20m,3 stops,No Info,10059,09:24
IndiGo,2025-05-25,Jaipur,Hyderabad,02:57,3h 1m,2 stops,In-flight meal not included,4101,05:58
Alliance Air,2024-12-24,Bangalore,Hyderabad,17:46,4h 51m,non-stop,No Info,8310,22:37
Air India,2024-10-27,Kolkata,Delhi,18:01,6h 32m,1 stop,In-flight meal not included,3020,00:33
IndiGo,2025-02-14,Jaipur,Kolkata,23:03,5h 38m,2 stops,In-flight meal not included,8147,04:41
GoAir,2024-10-11,Kolkata,Hyderabad,12:27,1h 6m,2 stops,In-flight meal not included,14965,13:33
SpiceJet,2024-09-04,Jaipur,Pune,05:54,2h 26m,3 stops,In-flight meal not included,14282,08:20
Alliance Air,2024-11-21,Bangalore,Chennai,09:05,2h 59m,1 stop,In-flight meal not included,11162,12:04
AirAsia,2024-10-30,Mumbai,Delhi,01:48,1h 15m,2 stops,In-flight meal not included,7997,03:03
IndiGo,2024-10-21,Mumbai,Bangalore,06:42,3h 17m,3 stops,No Info,10675,09:59
Vistara,2025-05-14,Mumbai,Chennai,06:39,8h 38m,1 stop,In-flight meal not included,12844,15:17
Vistara,2025-07-14,Delhi,Mumbai,03:31,1h 30m,2 stops,No Info,11400,05:01
Vistara,2025-02-14,Mumbai,Pune,18:31,3h 32m,3 stops,In-flight meal not included,5607,22:03
Alliance Air,2025-06-03,Chennai,Mumbai,16:12,7h 27m,non-stop,No check-in baggage included,8840,23:39
GoAir,2025-02-16,Mumbai,Bangalore,17:25,1h 31m,2 stops,No Info,13646,18:56
SpiceJet,2024-12-23,Bangalore,Chennai,01:10,2h 32m,3 stops,In-flight meal not included,2953,03:42
SpiceJet,2025-01-22,Chennai,Hyderabad,15:04,1h 23m,1 stop,No check-in baggage included,2660,16:27
Vistara,2025-04-03,Mumbai,Jaipur,13:58,9h 48m,non-stop,In-flight meal not included,8299,23:46
Vistara,2024-10-12,Chennai,Jaipur,17:37,1h 40m,non-stop,No Info,12836,19:17
AirAsia,2024-10-26,Delhi,Jaipur,05:38,9h 37m,3 stops,No check-in baggage included,2747,15:15
Air India,2024-12-16,Kolkata,Mumbai,14:59,7h 24m,3 stops,No Info,14320,22:23
Vistara,2024-09-28,Pune,Jaipur,02:05,6h 13m,non-stop,In-flight meal not included,4460,08:18
AirAsia,2025-02-24,Mumbai,Chennai,15:45,3h 5m,1 stop,No Info,11564,18:50
IndiGo,2025-07-04,Hyderabad,Pune,00:08,7h 47m,3 stops,No check-in baggage included,13232,07:55
GoAir,2025-06-14,Hyderabad,Chennai,05:33,6h 27m,2 stops,No Info,2320,12:00
SpiceJet,2024-12-07,Pune,Mumbai,16:35,5h 0m,1 stop,In-flight meal not included,8628,21:35
GoAir,2024-12-27,Chennai,Jaipur,19:15,4h 15m,3 stops,No check-in baggage included,10013,23:30
GoAir,2024-10-04,Jaipur,Bangalore,05:05,3h 19m,3 stops,No check-in baggage included,8276,08:24
IndiGo,2025-05-16,Kolkata,Hyderabad,10:28,6h 30m,3 stops,No check-in baggage included,8767,16:58
Alliance Air,2024-12-17,Hyderabad,Kolkata,19:37,1h 8m,non-stop,No Info,4245,20:45
Vistara,2024-11-22,Chennai,Hyderabad,14:42,5h 25m,1 stop,No check-in baggage included,5182,20:07
Air India,2024-11-19,Hyderabad,Jaipur,07:11,8h 22m,2 stops,No check-in baggage included,13341,15:33
GoAir,2025-04-26,Hyderabad,Delhi,12:32,5h 40m,non-stop,No Info,3750,18:12
Alliance Air,2024-11-04,Chennai,Delhi,00:59,7h 4m,3 stops,No check-in baggage included,8827,08:03
SpiceJet,2025-03-04,Delhi,Chennai,00:03,2h 50m,2 stops,No check-in baggage included,8505,02:53
SpiceJet,2024-12-08,Hyderabad,Chennai,22:22,8h 23m,2 stops,In-flight meal not included,12921,06:45
IndiGo,2025-03-26,Jaipur,Hyderabad,22:07,3h 30m,3 stops,No Info,10193,01:37
Alliance Air,2025-04-02,Mumbai,Hyderabad,14:13,8h 58m,1 stop,No Info,3332,23:11
Air India,2025-01-14,Hyderabad,Jaipur,08:42,8h 23m,2 stops,No Info,2807,17:05
Air India,2024-09-14,Jaipur,Bangalore,13:01,6h 27m,3 stops,In-flight meal not included,14293,19:28
AirAsia,2024-12-28,Bangalore,Chennai,18:38,7h 29m,1 stop,No Info,8505,02:07
IndiGo,2025-07-22,Jaipur,Delhi,10:47,9h 45m,1 stop,No Info,14384,20:32
SpiceJet,2025-03-07,Pune,Bangalore,12:35,1h 22m,non-stop,No Info,14277,13:57
Vistara,2024-12-11,Chennai,Mumbai,22:12,2h 50m,3 stops,No check-in baggage included,2355,01:02
Alliance Air,2025-04-20,Mumbai,Pune,18:44,7h 52m,non-stop,No check-in baggage included,13709,02:36
Vistara,2024-09-17,Hyderabad,Chennai,22:58,5h 55m,non-stop,In-flight meal not included,8328,04:53
Vistara,2025-04-29,Chennai,Delhi,02:38,5h 43m,2 stops,In-flight meal not included,6817,08:21
Air India,2025-05-12,Bangalore,Mumbai,14:10,1h 50m,1 stop,No Info,8108,16:00
Air India,2024-09-17,Hyderabad,Kolkata,13:07,1h 43m,1 stop,No check-in baggage included,5836,14:50
AirAsia,2025-06-01,Jaipur,Bangalore,04:53,4h 56m,3 stops,No check-in baggage included,12588,09:49
Air India,2025-01-30,Delhi,Mumbai,22:04,1h 10m,3 stops,In-flight meal not included,3977,23:14
Air India,2025-08-26,Delhi,Hyderabad,13:52,9h 39m,3 stops,In-flight meal not included,4874,23:31
GoAir,2024-11-17,Jaipur,Kolkata,17:07,8h 40m,3 stops,No check-in baggage included,9484,01:47
Alliance Air,2025-03-17,Hyderabad,Chennai,06:38,5h 18m,2 stops,In-flight meal not included,8033,11:56
Alliance Air,2024-11-08,Chennai,Kolkata,06:03,5h 16m,1 stop,In-flight meal not included,8642,11:19
AirAsia,2025-06-19,Bangalore,Mumbai,03:29,6h 53m,non-stop,In-flight meal not included,5149,10:22
IndiGo,2024-10-31,Chennai,Kolkata,22:22,6h 49m,2 stops,No check-in baggage included,4225,05:11
AirAsia,2025-02-04,Delhi,Hyderabad,15:48,6h 33m,2 stops,In-flight meal not included,8550,22:21
Air India,2025-01-27,Bangalore,Hyderabad,17:18,9h 6m,non-stop,No check-in baggage included,3368,02:24
Vistara,2025-05-22,Mumbai,Bangalore,12:26,9h 13m,2 stops,No check-in baggage included,9208,21:39
AirAsia,2024-11-17,Mumbai,Bangalore,16:39,2h 47m,3 stops,No Info,6063,19:26
Alliance Air,2025-07-19,Hyderabad,Pune,19:48,8h 42m,1 stop,In-flight meal not included,2392,04:30
SpiceJet,2025-04-10,Chennai,Bangalore,13:23,8h 56m,3 stops,No Info,3058,22:19
Air India,2025-07-06,Kolkata,Bangalore,15:00,7h 53m,3 stops,In-flight meal not included,2050,22:53
Air India,2025-07-15,Pune,Bangalore,10:19,6h 33m,1 stop,No check-in baggage included,4685,16:52
Air India,2025-05-16,Delhi,Bangalore,18:23,9h 59m,1 stop,In-flight meal not included,12445,04:22
Alliance Air,2025-07-24,Mumbai,Pune,09:23,7h 54m,2 stops,In-flight meal not included,13594,17:17
Air India,2025-07-16,Delhi,Bangalore,02:18,2h 53m,1 stop,No check-in baggage included,14391,05:11
SpiceJet,2024-11-29,Mumbai,Chennai,08:26,2h 23m,3 stops,No check-in baggage included,14462,10:49
IndiGo,2025-03-17,Pune,Jaipur,20:38,4h 44m,3 stops,In-flight meal not included,10152,01:22
IndiGo,2025-02-17,Pune,Jaipur,01:07,7h 47m,2 stops,No check-in baggage included,12579,08:54
Alliance Air,2024-12-16,Chennai,Delhi,16:49,6h 12m,1 stop,No check-in baggage included,9166,23:01
Alliance Air,2025-07-25,Hyderabad,Mumbai,10:11,2h 15m,1 stop,No Info,11299,12:26
Air India,2024-10-14,Chennai,Bangalore,23:07,9h 18m,non-stop,In-flight meal not included,7592,08:25
GoAir,2025-03-02,Jaipur,Hyderabad,12:31,7h 5m,non-stop,No Info,8957,19:36
GoAir,2025-06-07,Mumbai,Kolkata,20:36,1h 35m,3 stops,In-flight meal not included,6348,22:11
Alliance Air,2025-03-01,Delhi,Pune,18:44,4h 47m,2 stops,In-flight meal not included,13906,23:31
AirAsia,2025-05-31,Mumbai,Hyderabad,11:28,7h 52m,non-stop,In-flight meal not included,14330,19:20
IndiGo,2024-12-24,Pune,Chennai,08:48,3h 35m,non-stop,No Info,2265,12:23
Vistara,2025-06-27,Bangalore,Mumbai,20:34,5h 53m,3 stops,No check-in baggage included,2645,02:27
Air India,2025-05-14,Chennai,Jaipur,12:42,3h 9m,3 stops,No Info,2801,15:51
AirAsia,2025-05-06,Kolkata,Jaipur,19:58,1h 37m,3 stops,No check-in baggage included,12923,21:35
Air India,2025-06-04,Kolkata,Delhi,00:24,4h 10m,2 stops,In-flight meal not included,9366,04:34
Alliance Air,2024-09-16,Pune,Chennai,23:22,4h 44m,non-stop,In-flight meal not included,11506,04:06
IndiGo,2025-02-27,Jaipur,Pune,09:46,4h 43m,3 stops,No Info,2005,14:29
GoAir,2024-09-12,Chennai,Bangalore,22:48,6h 34m,non-stop,No Info,7407,05:22
Vistara,2025-09-01,Kolkata,Delhi,20:01,2h 45m,3 stops,No Info,2790,22:46
SpiceJet,2025-05-15,Hyderabad,Delhi,21:05,4h 31m,non-stop,No check-in baggage included,11156,01:36
IndiGo,2025-04-17,Bangalore,Mumbai,19:05,3h 56m,1 stop,No check-in baggage included,12794,23:01
Air India,2025-05-30,Delhi,Bangalore,16:25,8h 1m,3 stops,No check-in baggage included,2174,00:26
IndiGo,2025-08-17,Jaipur,Bangalore,01:46,7h 12m,2 stops,No check-in baggage included,8072,08:58
SpiceJet,2024-09-18,Pune,Bangalore,14:31,2h 51m,non-stop,In-flight meal not included,7918,17:22
Alliance Air,2025-03-06,Chennai,Pune,06:04,2h 20m,3 stops,No check-in baggage included,14887,08:24
AirAsia,2025-07-15,Mumbai,Bangalore,20:46,1h 51m,3 stops,No Info,2297,22:37
Vistara,2025-07-03,Mumbai,Kolkata,23:47,7h 17m,2 stops,No Info,3347,07:04
SpiceJet,2025-04-22,Pune,Bangalore,07:49,6h 43m,1 stop,In-flight meal not included,11201,14:32
GoAir,2025-01-04,Delhi,Mumbai,19:55,2h 6m,2 stops,No check-in baggage included,5657,22:01
IndiGo,2024-11-25,Chennai,Jaipur,10:35,6h 45m,1 stop,No check-in baggage included,10085,17:20
GoAir,2025-08-23,Mumbai,Pune,20:21,1h 38m,2 stops,No check-in baggage included,14742,21:59
Vistara,2025-08-01,Mumbai,Kolkata,11:30,4h 43m,2 stops,No Info,3666,16:13
Air India,2025-01-12,Kolkata,Hyderabad,17:59,7h 46m,1 stop,No check-in baggage included,9835,01:45
GoAir,2024-11-04,Jaipur,Pune,10:14,1h 4m,2 stops,No Info,2407,11:18
SpiceJet,2025-07-30,Pune,Delhi,19:59,4h 31m,non-stop,No Info,14865,00:30
GoAir,2025-05-15,Kolkata,Hyderabad,00:26,3h 10m,3 stops,No check-in baggage included,7523,03:36
AirAsia,2024-10-10,Kolkata,Jaipur,03:56,4h 11m,1 stop,No check-in baggage included,4551,08:07
Vistara,2024-12-08,Chennai,Hyderabad,04:36,4h 53m,1 stop,No check-in baggage included,11143,09:29
Alliance Air,2025-03-27,Bangalore,Kolkata,15:37,4h 27m,3 stops,No Info,9342,20:04
AirAsia,2024-09-01,Hyderabad,Jaipur,07:05,8h 15m,non-stop,No Info,2651,15:20
SpiceJet,2024-09-18,Bangalore,Kolkata,17:37,6h 44m,3 stops,No Info,10882,00:21
AirAsia,2025-05-09,Hyderabad,Mumbai,23:39,3h 24m,3 stops,In-flight meal not included,10280,03:03
AirAsia,2025-04-06,Hyderabad,Jaipur,21:01,3h 33m,2 stops,No Info,2977,00:34
IndiGo,2025-03-27,Bangalore,Mumbai,09:35,9h 46m,1 stop,No check-in baggage included,13082,19:21
GoAir,2025-07-03,Kolkata,Mumbai,07:55,9h 43m,1 stop,In-flight meal not included,3348,17:38
GoAir,2025-01-13,Mumbai,Chennai,11:33,3h 36m,non-stop,No check-in baggage included,2545,15:09
AirAsia,2025-08-13,Kolkata,Chennai,09:42,8h 19m,non-stop,In-flight meal not included,13031,18:01
Alliance Air,2025-05-04,Pune,Hyderabad,18:35,4h 42m,2 stops,No check-in baggage included,13989,23:17
Vistara,2025-04-22,Chennai,Delhi,07:40,7h 48m,non-stop,No Info,8036,15:28
SpiceJet,2025-08-22,Delhi,Chennai,14:16,6h 30m,non-stop,No check-in baggage included,2008,20:46
AirAsia,2025-03-24,Hyderabad,Pune,23:58,1h 12m,2 stops,No check-in baggage included,5598,01:10
GoAir,2024-09-11,Chennai,Delhi,20:49,7h 10m,3 stops,In-flight meal not included,11714,03:59
SpiceJet,2024-10-07,Mumbai,Chennai,13:53,7h 25m,1 stop,No check-in baggage included,7934,21:18
GoAir,2024-11-22,Hyderabad,Mumbai,15:47,3h 5m,1 stop,No check-in baggage included,4648,18:52
IndiGo,2025-01-21,Mumbai,Delhi,03:36,1h 28m,1 stop,No check-in baggage included,13768,05:04
AirAsia,2025-07-08,Chennai,Pune,04:02,7h 46m,2 stops,No check-in baggage included,14336,11:48
AirAsia,2025-05-15,Hyderabad,Delhi,17:08,3h 33m,2 stops,In-flight meal not included,7809,20:41
Vistara,2025-08-06,Chennai,Kolkata,08:05,8h 30m,2 stops,In-flight meal not included,12095,16:35
IndiGo,2024-11-03,Mumbai,Kolkata,06:06,7h 50m,2 stops,No Info,14656,13:56
IndiGo,2025-03-06,Bangalore,Chennai,02:22,3h 56m,non-stop,No Info,13491,06:18
Alliance Air,2024-10-16,Kolkata,Chennai,11:06,8h 57m,2 stops,No check-in baggage included,4088,20:03
Vistara,2025-01-23,Chennai,Pune,05:57,5h 47m,3 stops,No Info,12235,11:44
Alliance Air,2024-11-14,Delhi,Kolkata,18:07,4h 59m,3 stops,No Info,8997,23:06
Vistara,2025-05-31,Delhi,Mumbai,17:21,6h 5m,3 stops,In-flight meal not included,7922,23:26
Air India,2024-09-03,Pune,Mumbai,08:23,2h 13m,1 stop,In-flight meal not included,12956,10:36
Air India,2025-06-12,Kolkata,Bangalore,06:10,9h 49m,1 stop,In-flight meal not included,4544,15:59
Vistara,2025-03-05,Kolkata,Pune,22:02,5h 44m,3 stops,In-flight meal not included,4389,03:46
Alliance Air,2024-12-11,Mumbai,Kolkata,03:27,9h 21m,2 stops,No check-in baggage included,4234,12:48
Air India,2025-04-20,Chennai,Kolkata,13:39,9h 46m,3 stops,No check-in baggage included,8942,23:25
Vistara,2025-06-14,Bangalore,Chennai,08:17,7h 49m,3 stops,In-flight meal not included,9064,16:06
AirAsia,2025-07-22,Jaipur,Chennai,14:30,5h 37m,1 stop,No Info,10008,20:07
SpiceJet,2024-09-30,Delhi,Hyderabad,08:47,9h 7m,non-stop,No Info,5386,17:54
Alliance Air,2024-09-29,Bangalore,Jaipur,04:24,9h 41m,1 stop,No Info,5687,14:05
GoAir,2024-10-03,Bangalore,Pune,06:04,5h 58m,3 stops,No Info,3397,12:02
IndiGo,2025-06-11,Jaipur,Chennai,01:33,3h 2m,3 stops,No check-in baggage included,6199,04:35
AirAsia,2024-10-16,Bangalore,Hyderabad,18:15,6h 38m,2 stops,No Info,12034,00:53
Air India,2024-09-22,Chennai,Delhi,20:35,7h 50m,1 stop,No Info,13790,04:25
Vistara,2025-03-20,Pune,Bangalore,11:46,6h 54m,1 stop,In-flight meal not included,2105,18:40
Air India,2025-07-18,Jaipur,Chennai,15:09,1h 5m,3 stops,In-flight meal not included,13844,16:14
Alliance Air,2024-11-29,Kolkata,Delhi,00:32,8h 26m,3 stops,No check-in baggage included,11075,08:58
SpiceJet,2025-09-01,Jaipur,Chennai,10:45,1h 18m,2 stops,No Info,14643,12:03
AirAsia,2024-10-03,Delhi,Mumbai,21:15,9h 52m,2 stops,No Info,4150,07:07
IndiGo,2025-05-13,Mumbai,Hyderabad,17:57,5h 38m,2 stops,In-flight meal not included,7447,23:35
Vistara,2025-03-12,Jaipur,Delhi,11:37,3h 14m,1 stop,No Info,5994,14:51
AirAsia,2025-03-22,Pune,Bangalore,15:06,8h 28m,non-stop,No Info,3049,23:34
AirAsia,2024-12-28,Kolkata,Delhi,11:04,7h 37m,2 stops,No check-in baggage included,8305,18:41
IndiGo,2024-12-09,Hyderabad,Chennai,10:32,1h 57m,3 stops,No check-in baggage included,6587,12:29
IndiGo,2025-05-19,Delhi,Pune,17:01,2h 26m,3 stops,No check-in baggage included,10298,19:27
Vistara,2025-06-16,Bangalore,Hyderabad,17:37,8h 3m,2 stops,In-flight meal not included,5118,01:40
IndiGo,2025-07-31,Chennai,Mumbai,13:41,2h 22m,2 stops,No Info,10040,16:03
GoAir,2024-12-13,Chennai,Bangalore,13:30,7h 0m,non-stop,In-flight meal not included,2771,20:30
Vistara,2024-09-02,Mumbai,Kolkata,05:33,8h 19m,3 stops,No Info,4947,13:52
GoAir,2024-09-29,Jaipur,Delhi,16:35,4h 0m,2 stops,In-flight meal not included,11561,20:35
AirAsia,2025-07-05,Mumbai,Pune,19:27,3h 6m,2 stops,No Info,2162,22:33
Air India,2024-11-17,Delhi,Chennai,03:00,4h 22m,3 stops,In-flight meal not included,8549,07:22
GoAir,2024-12-05,Pune,Chennai,02:10,2h 48m,1 stop,No check-in baggage included,8026,04:58
SpiceJet,2024-09-02,Chennai,Hyderabad,07:32,2h 0m,1 stop,No check-in baggage included,9047,09:32
Alliance Air,2024-11-30,Kolkata,Hyderabad,00:23,3h 35m,1 stop,No Info,7967,03:58
IndiGo,2025-05-30,Pune,Kolkata,23:47,4h 59m,2 stops,No Info,8395,04:46
GoAir,2024-11-29,Delhi,Kolkata,10:29,7h 2m,non-stop,No Info,2768,17:31
SpiceJet,2024-12-15,Bangalore,Chennai,22:08,2h 38m,2 stops,No Info,11060,00:46
GoAir,2024-11-26,Jaipur,Hyderabad,03:43,1h 28m,non-stop,No Info,11313,05:11
IndiGo,2025-05-20,Chennai,Kolkata,23:30,7h 28m,non-stop,No check-in baggage included,14886,06:58
IndiGo,2025-05-07,Jaipur,Chennai,14:19,7h 23m,non-stop,No check-in baggage included,11957,21:42
GoAir,2024-12-06,Mumbai,Pune,19:19,1h 30m,3 stops,No check-in baggage included,12938,20:49
AirAsia,2025-02-28,Bangalore,Mumbai,18:25,7h 36m,3 stops,No Info,5811,02:01
IndiGo,2025-03-07,Mumbai,Pune,07:47,5h 8m,3 stops,No check-in baggage included,5911,12:55
AirAsia,2025-02-17,Delhi,Bangalore,07:52,8h 8m,3 stops,In-flight meal not included,8572,16:00
IndiGo,2025-04-19,Pune,Bangalore,15:26,3h 15m,3 stops,In-flight meal not included,3281,18:41
Air India,2025-07-25,Chennai,Pune,23:41,2h 23m,1 stop,No check-in baggage included,7385,02:04
GoAir,2025-04-23,Bangalore,Kolkata,08:31,1h 30m,2 stops,In-flight meal not included,7608,10:01
Vistara,2024-11-01,Delhi,Mumbai,21:22,9h 1m,non-stop,No Info,10342,06:23
GoAir,2025-07-12,Kolkata,Jaipur,17:12,2h 57m,non-stop,In-flight meal not included,11961,20:09
Vistara,2024-12-22,Jaipur,Chennai,21:43,3h 22m,2 stops,In-flight meal not included,6262,01:05
Alliance Air,2025-03-14,Bangalore,Mumbai,12:55,6h 3m,1 stop,No check-in baggage included,2205,18:58
SpiceJet,2025-02-05,Hyderabad,Pune,15:53,2h 22m,3 stops,In-flight meal not included,11074,18:15
AirAsia,2024-11-18,Kolkata,Delhi,00:27,6h 17m,non-stop,In-flight meal not included,2399,06:44
Vistara,2025-01-22,Hyderabad,Pune,17:44,1h 57m,3 stops,No Info,2731,19:41
AirAsia,2025-03-04,Jaipur,Mumbai,08:50,3h 54m,non-stop,No Info,9988,12:44
SpiceJet,2025-01-12,Kolkata,Pune,18:42,3h 40m,2 stops,No check-in baggage included,2618,22:22
Alliance Air,2024-11-11,Chennai,Mumbai,10:16,9h 35m,1 stop,No Info,3112,19:51
IndiGo,2025-02-08,Chennai,Kolkata,09:08,6h 36m,3 stops,In-flight meal not included,2962,15:44
GoAir,2025-08-04,Bangalore,Mumbai,23:57,1h 37m,3 stops,In-flight meal not included,9940,01:34
IndiGo,2024-11-15,Pune,Bangalore,18:07,2h 39m,non-stop,No check-in baggage included,2425,20:46
AirAsia,2025-08-11,Kolkata,Chennai,16:52,9h 57m,3 stops,No Info,9677,02:49
GoAir,2025-05-03,Hyderabad,Delhi,02:48,1h 25m,1 stop,No Info,8741,04:13
Air India,2025-03-25,Chennai,Kolkata,18:56,6h 15m,non-stop,In-flight meal not included,10310,01:11
Air India,2025-02-08,Delhi,Bangalore,11:53,8h 4m,2 stops,No Info,12344,19:57
GoAir,2024-12-02,Mumbai,Kolkata,18:45,1h 5m,2 stops,In-flight meal not included,8601,19:50
GoAir,2025-02-23,Bangalore,Jaipur,23:18,3h 4m,1 stop,No Info,11508,02:22
SpiceJet,2025-02-02,Chennai,Bangalore,03:01,2h 56m,1 stop,No Info,2396,05:57
Vistara,2025-02-19,Pune,Delhi,16:38,3h 8m,1 stop,No Info,2052,19:46
IndiGo,2025-07-03,Chennai,Jaipur,05:13,2h 33m,3 stops,No Info,8896,07:46
AirAsia,2025-06-29,Hyderabad,Pune,14:26,3h 10m,3 stops,In-flight meal not included,7122,17:36
AirAsia,2025-07-06,Jaipur,Bangalore,07:41,8h 1m,2 stops,In-flight meal not included,11320,15:42
AirAsia,2025-02-24,Bangalore,Chennai,12:34,1h 30m,non-stop,No check-in baggage included,4369,14:04
Alliance Air,2024-11-21,Mumbai,Hyderabad,01:35,3h 37m,non-stop,In-flight meal not included,11204,05:12
IndiGo,2025-01-03,Pune,Chennai,23:53,4h 51m,3 stops,No Info,6886,04:44
SpiceJet,2025-06-10,Hyderabad,Delhi,10:45,2h 38m,non-stop,No check-in baggage included,4743,13:23
Vistara,2025-08-11,Bangalore,Hyderabad,01:33,2h 41m,2 stops,No check-in baggage included,4260,04:14
GoAir,2024-10-16,Hyderabad,Kolkata,22:02,5h 49m,3 stops,No Info,3843,03:51
GoAir,2025-08-01,Bangalore,Kolkata,01:32,7h 28m,3 stops,No check-in baggage included,3884,09:00
IndiGo,2024-10-30,Chennai,Pune,14:49,5h 41m,non-stop,No Info,5149,20:30
Air India,2024-10-12,Pune,Kolkata,01:30,5h 0m,non-stop,No check-in baggage included,4039,06:30
Vistara,2025-01-24,Pune,Mumbai,02:36,3h 9m,1 stop,No Info,4330,05:45
GoAir,2025-08-05,Pune,Chennai,00:33,7h 24m,3 stops,No check-in baggage included,11450,07:57
SpiceJet,2025-07-05,Pune,Kolkata,01:21,7h 2m,non-stop,No Info,4855,08:23
Air India,2024-11-22,Chennai,Bangalore,09:51,5h 37m,3 stops,No Info,7419,15:28
Alliance Air,2024-09-05,Chennai,Bangalore,01:22,8h 33m,3 stops,In-flight meal not included,2973,09:55
Air India,2024-11-24,Pune,Jaipur,23:34,8h 33m,3 stops,No Info,5830,08:07
GoAir,2025-05-08,Bangalore,Kolkata,14:06,7h 49m,non-stop,No check-in baggage included,2168,21:55
IndiGo,2025-04-04,Kolkata,Mumbai,11:32,4h 54m,non-stop,No Info,9680,16:26
Vistara,2024-09-03,Kolkata,Pune,00:58,5h 4m,1 stop,No Info,4426,06:02
Alliance Air,2024-09-02,Pune,Kolkata,01:11,9h 55m,1 stop,In-flight meal not included,3559,11:06
Air India,2025-05-13,Pune,Hyderabad,16:19,8h 36m,non-stop,No Info,5682,00:55
GoAir,2024-10-16,Hyderabad,Mumbai,08:36,5h 42m,1 stop,In-flight meal not included,13355,14:18
Vistara,2024-10-31,Pune,Mumbai,03:14,2h 53m,1 stop,In-flight meal not included,2240,06:07
Air India,2024-11-27,Mumbai,Chennai,05:08,2h 36m,2 stops,No Info,6760,07:44
GoAir,2025-03-07,Mumbai,Bangalore,19:47,9h 9m,1 stop,No check-in baggage included,4099,04:56
