City,Advisory_Date,Advisory_Level,Reason,Affected_Routes,Additional_Info,Validity
Mumbai,2024-09-21,Moderate,Weather,Delhi to Bangalore,No Info,Indefinite
Chennai,2025-02-15,Moderate,Weather,Delhi to Mumbai,Monitor local news,1 week
Kolkata,2024-12-13,Low,Security concerns,Mumbai to Bangalore,Monitor local news,Indefinite
Jaipur,2024-11-13,Low,Health advisory,Delhi to Kolkata,Follow local guidelines,Indefinite
Kolkata,2025-06-06,Severe,Weather,Kolkata to Chennai,No Info,1 week
Bangalore,2024-12-27,Low,Infrastructure issues,Delhi to Bangalore,Avoid non-essential travel,Indefinite
Bangalore,2025-07-29,Severe,Infrastructure issues,Jaipur to Pune,Check with airlines,1 day
Kolkata,2025-08-12,Low,Health advisory,Chennai to Mumbai,Follow local guidelines,Indefinite
Kolkata,2025-06-01,Severe,Security concerns,Jaipur to Pune,Monitor local news,3 days
Delhi,2024-11-13,Low,Weather,Delhi to Bangalore,Avoid non-essential travel,3 days
Hyderabad,2024-09-16,Low,Infrastructure issues,Kolkata to Delhi,Follow local guidelines,3 days
Jaipur,2025-04-14,High,Security concerns,Jaipur to Delhi,Follow local guidelines,1 day
Kolkata,2024-10-25,Moderate,Weather,Hyderabad to Jaipur,Check with airlines,3 days
Bangalore,2025-06-06,Low,Infrastructure issues,Mumbai to Chennai,Check with airlines,1 week
Hyderabad,2025-05-13,Severe,Political unrest,Pune to Mumbai,Monitor local news,1 day
Delhi,2024-12-29,Low,Health advisory,Delhi to Kolkata,Follow local guidelines,1 week
Hyderabad,2025-05-13,Moderate,Political unrest,Chennai to Bangalore,Follow local guidelines,1 week
Jaipur,2025-01-13,High,Health advisory,Pune to Mumbai,Follow local guidelines,1 day
Mumbai,2025-03-16,High,Health advisory,Jaipur to Hyderabad,Check with airlines,1 day
Kolkata,2025-06-06,High,Health advisory,Delhi to Chennai,Monitor local news,3 days
Mumbai,2024-09-28,High,Security concerns,Hyderabad to Bangalore,No Info,Indefinite
Mumbai,2024-10-22,High,Political unrest,Chennai to Pune,No Info,1 day
Kolkata,2025-05-28,Moderate,Weather,Delhi to Bangalore,Check with airlines,1 week
Mumbai,2024-10-13,High,Weather,Hyderabad to Bangalore,No Info,1 day
Chennai,2024-12-06,Moderate,Health advisory,Mumbai to Kolkata,Check with airlines,Indefinite
Hyderabad,2024-12-27,Moderate,Health advisory,Chennai to Hyderabad,Monitor local news,1 week
Jaipur,2025-06-18,High,Weather,Pune to Hyderabad,Avoid non-essential travel,3 days
Mumbai,2025-07-22,Severe,Security concerns,Chennai to Hyderabad,Monitor local news,1 day
Jaipur,2025-05-18,Severe,Infrastructure issues,Chennai to Kolkata,Check with airlines,1 week
Jaipur,2025-08-22,Moderate,Weather,Jaipur to Bangalore,Avoid non-essential travel,1 day
Delhi,2025-05-02,Low,Political unrest,Delhi to Pune,Monitor local news,3 days
Mumbai,2025-05-27,Moderate,Political unrest,Jaipur to Mumbai,Monitor local news,3 days
Chennai,2024-11-11,Low,Infrastructure issues,Delhi to Bangalore,Monitor local news,1 day
Kolkata,2025-04-08,Low,Infrastructure issues,Delhi to Chennai,Monitor local news,1 week
Bangalore,2024-09-08,High,Political unrest,Mumbai to Chennai,Follow local guidelines,Indefinite
Delhi,2024-11-18,Moderate,Weather,Jaipur to Pune,Follow local guidelines,3 days
Hyderabad,2025-03-05,Moderate,Weather,Chennai to Delhi,No Info,1 week
Pune,2025-05-08,Low,Weather,Bangalore to Mumbai,Follow local guidelines,Indefinite
Mumbai,2025-07-22,Low,Security concerns,Mumbai to Pune,Follow local guidelines,Indefinite
Bangalore,2024-12-25,Moderate,Political unrest,Hyderabad to Kolkata,Avoid non-essential travel,1 week
Hyderabad,2025-02-25,Low,Weather,Delhi to Bangalore,Avoid non-essential travel,1 day
Hyderabad,2024-11-23,High,Weather,Pune to Bangalore,No Info,Indefinite
Jaipur,2025-04-03,High,Health advisory,Chennai to Hyderabad,Check with airlines,1 week
Kolkata,2025-06-26,High,Infrastructure issues,Kolkata to Hyderabad,Check with airlines,Indefinite
Kolkata,2024-10-14,Severe,Security concerns,Kolkata to Delhi,Avoid non-essential travel,Indefinite
Jaipur,2025-02-25,High,Security concerns,Hyderabad to Jaipur,Follow local guidelines,3 days
Hyderabad,2025-06-24,Low,Weather,Hyderabad to Jaipur,No Info,3 days
Pune,2024-11-21,Severe,Weather,Mumbai to Jaipur,Check with airlines,3 days
Pune,2025-01-19,Low,Political unrest,Jaipur to Hyderabad,Follow local guidelines,1 week
Chennai,2024-12-31,Severe,Infrastructure issues,Hyderabad to Chennai,Monitor local news,1 day
Kolkata,2025-06-16,High,Infrastructure issues,Chennai to Mumbai,Check with airlines,3 days
Jaipur,2025-04-12,Moderate,Weather,Hyderabad to Jaipur,Follow local guidelines,1 week
Jaipur,2025-06-30,Severe,Weather,Mumbai to Delhi,Avoid non-essential travel,Indefinite
Pune,2025-04-15,Severe,Health advisory,Hyderabad to Bangalore,Avoid non-essential travel,Indefinite
Delhi,2025-03-22,Moderate,Infrastructure issues,Pune to Mumbai,Monitor local news,Indefinite
Chennai,2025-03-27,High,Political unrest,Kolkata to Bangalore,Check with airlines,1 week
Kolkata,2025-06-18,High,Health advisory,Bangalore to Delhi,Follow local guidelines,3 days
Mumbai,2025-08-26,Severe,Security concerns,Pune to Mumbai,Check with airlines,Indefinite
Delhi,2025-01-10,Low,Political unrest,Jaipur to Delhi,No Info,1 week
Mumbai,2025-06-03,Low,Political unrest,Hyderabad to Chennai,No Info,3 days
Jaipur,2024-09-19,Moderate,Political unrest,Kolkata to Pune,No Info,1 week
Chennai,2025-07-07,Moderate,Political unrest,Pune to Bangalore,Follow local guidelines,1 day
Kolkata,2025-03-26,High,Health advisory,Delhi to Jaipur,Follow local guidelines,3 days
Mumbai,2024-09-22,Severe,Security concerns,Bangalore to Delhi,No Info,1 day
Mumbai,2025-08-17,Low,Infrastructure issues,Bangalore to Hyderabad,Check with airlines,1 week
Chennai,2024-09-28,Moderate,Security concerns,Kolkata to Pune,Avoid non-essential travel,3 days
Hyderabad,2024-10-07,Severe,Security concerns,Mumbai to Bangalore,Monitor local news,1 day
Mumbai,2024-09-06,High,Health advisory,Delhi to Kolkata,Check with airlines,1 day
Chennai,2025-07-06,Moderate,Security concerns,Jaipur to Bangalore,No Info,1 day
Mumbai,2025-06-30,Moderate,Infrastructure issues,Hyderabad to Bangalore,Avoid non-essential travel,Indefinite
Chennai,2025-05-28,Low,Political unrest,Jaipur to Mumbai,Monitor local news,1 day
Chennai,2024-10-06,Severe,Political unrest,Bangalore to Kolkata,Check with airlines,3 days
Kolkata,2025-03-10,Severe,Security concerns,Hyderabad to Pune,No Info,1 day
Kolkata,2025-01-14,High,Health advisory,Mumbai to Kolkata,Monitor local news,1 day
Kolkata,2025-04-26,Low,Weather,Jaipur to Mumbai,Avoid non-essential travel,3 days
Kolkata,2025-05-13,Low,Security concerns,Chennai to Pune,Follow local guidelines,3 days
Chennai,2025-06-28,Severe,Weather,Kolkata to Pune,Follow local guidelines,3 days
Bangalore,2025-02-26,Low,Infrastructure issues,Chennai to Pune,No Info,1 week
Chennai,2025-03-29,Moderate,Infrastructure issues,Hyderabad to Pune,Follow local guidelines,3 days
Delhi,2025-03-08,Moderate,Political unrest,Jaipur to Chennai,Follow local guidelines,3 days
Jaipur,2025-04-08,Moderate,Infrastructure issues,Delhi to Hyderabad,Monitor local news,3 days
Mumbai,2025-02-06,Severe,Security concerns,Delhi to Bangalore,Follow local guidelines,1 week
Hyderabad,2024-12-28,Moderate,Political unrest,Chennai to Bangalore,Follow local guidelines,3 days
Bangalore,2024-09-25,Low,Political unrest,Pune to Bangalore,Check with airlines,3 days
Hyderabad,2024-09-27,Moderate,Infrastructure issues,Bangalore to Chennai,No Info,1 week
Bangalore,2025-01-18,Severe,Weather,Bangalore to Delhi,Follow local guidelines,1 week
Pune,2025-07-04,Severe,Health advisory,Delhi to Mumbai,Avoid non-essential travel,1 day
Kolkata,2025-01-13,Low,Health advisory,Bangalore to Jaipur,Monitor local news,1 day
Hyderabad,2025-01-26,Low,Political unrest,Hyderabad to Jaipur,Follow local guidelines,Indefinite
Jaipur,2024-09-19,High,Security concerns,Delhi to Kolkata,Monitor local news,Indefinite
Mumbai,2024-10-17,Moderate,Health advisory,Pune to Bangalore,Monitor local news,3 days
Mumbai,2025-04-20,Low,Infrastructure issues,Mumbai to Chennai,Follow local guidelines,1 day
Bangalore,2025-02-02,Moderate,Infrastructure issues,Mumbai to Delhi,Monitor local news,1 week
Pune,2025-03-02,High,Weather,Delhi to Kolkata,Follow local guidelines,1 week
Kolkata,2024-10-02,Moderate,Security concerns,Bangalore to Jaipur,Monitor local news,3 days
Pune,2025-05-13,Moderate,Infrastructure issues,Hyderabad to Mumbai,Check with airlines,1 day
Kolkata,2024-09-08,Severe,Weather,Bangalore to Kolkata,Follow local guidelines,1 day
Jaipur,2025-02-28,Severe,Security concerns,Kolkata to Hyderabad,Monitor local news,3 days
Kolkata,2024-11-03,Low,Health advisory,Jaipur to Kolkata,No Info,1 week
Kolkata,2025-08-11,Moderate,Political unrest,Kolkata to Chennai,Check with airlines,1 day
Kolkata,2025-08-09,High,Weather,Delhi to Pune,Avoid non-essential travel,1 day
Chennai,2024-12-30,Moderate,Political unrest,Chennai to Mumbai,Avoid non-essential travel,Indefinite
Mumbai,2025-05-06,Low,Political unrest,Hyderabad to Mumbai,Avoid non-essential travel,3 days
Hyderabad,2025-08-31,High,Weather,Hyderabad to Pune,Monitor local news,1 day
Chennai,2025-04-18,Severe,Security concerns,Mumbai to Kolkata,Monitor local news,1 day
Mumbai,2025-07-17,High,Political unrest,Hyderabad to Chennai,No Info,1 week
Hyderabad,2025-06-25,Low,Health advisory,Bangalore to Chennai,No Info,1 day
Jaipur,2025-06-04,Severe,Infrastructure issues,Pune to Bangalore,Follow local guidelines,1 week
Pune,2025-06-06,Low,Political unrest,Bangalore to Hyderabad,Monitor local news,3 days
Mumbai,2025-02-12,High,Security concerns,Hyderabad to Kolkata,Monitor local news,1 day
Pune,2025-01-29,Moderate,Health advisory,Mumbai to Pune,Follow local guidelines,1 week
Mumbai,2024-09-10,Moderate,Security concerns,Mumbai to Delhi,Follow local guidelines,1 week
Jaipur,2025-03-14,Moderate,Health advisory,Kolkata to Jaipur,Follow local guidelines,1 week
Bangalore,2025-04-06,Severe,Security concerns,Mumbai to Chennai,Avoid non-essential travel,1 week
Kolkata,2025-05-17,Low,Infrastructure issues,Hyderabad to Mumbai,Monitor local news,3 days
Bangalore,2025-06-27,High,Infrastructure issues,Pune to Mumbai,No Info,1 day
Mumbai,2025-03-17,Moderate,Security concerns,Jaipur to Chennai,Avoid non-essential travel,3 days
Bangalore,2024-09-23,Moderate,Security concerns,Mumbai to Pune,Follow local guidelines,Indefinite
Hyderabad,2024-10-08,Severe,Weather,Mumbai to Pune,Monitor local news,1 day
Pune,2025-03-28,Low,Political unrest,Pune to Mumbai,Follow local guidelines,1 day
Kolkata,2025-02-01,Severe,Security concerns,Jaipur to Kolkata,Avoid non-essential travel,3 days
Kolkata,2024-10-16,Moderate,Health advisory,Bangalore to Kolkata,Monitor local news,1 day
Bangalore,2024-10-22,Moderate,Health advisory,Pune to Bangalore,No Info,1 week
Jaipur,2025-04-27,Moderate,Security concerns,Kolkata to Jaipur,No Info,1 day
Kolkata,2024-10-28,Severe,Security concerns,Chennai to Mumbai,Monitor local news,1 day
Delhi,2024-12-07,Moderate,Weather,Kolkata to Bangalore,No Info,1 day
Jaipur,2024-12-13,Low,Health advisory,Mumbai to Delhi,No Info,1 day
Bangalore,2024-10-25,Low,Political unrest,Jaipur to Kolkata,Check with airlines,1 day
Kolkata,2025-05-14,Low,Health advisory,Mumbai to Hyderabad,Avoid non-essential travel,1 week
Hyderabad,2025-06-24,Severe,Infrastructure issues,Chennai to Kolkata,No Info,1 week
Chennai,2025-02-16,Moderate,Infrastructure issues,Pune to Hyderabad,Avoid non-essential travel,1 week
Jaipur,2025-08-01,Low,Political unrest,Bangalore to Hyderabad,Follow local guidelines,3 days
Jaipur,2025-01-07,Moderate,Political unrest,Bangalore to Hyderabad,Avoid non-essential travel,3 days
Kolkata,2024-11-29,High,Health advisory,Hyderabad to Mumbai,Avoid non-essential travel,1 day
Pune,2024-12-03,High,Security concerns,Hyderabad to Pune,Follow local guidelines,1 day
Mumbai,2025-02-15,Moderate,Infrastructure issues,Delhi to Pune,Monitor local news,1 day
Chennai,2025-04-03,Low,Political unrest,Bangalore to Mumbai,Check with airlines,1 week
Chennai,2024-11-11,Low,Health advisory,Delhi to Mumbai,No Info,1 day
Bangalore,2025-04-05,High,Political unrest,Pune to Kolkata,Avoid non-essential travel,1 day
Bangalore,2024-09-08,Low,Infrastructure issues,Pune to Bangalore,Follow local guidelines,3 days
Chennai,2025-02-11,Low,Infrastructure issues,Pune to Kolkata,No Info,Indefinite
Chennai,2025-02-05,Moderate,Political unrest,Pune to Chennai,Follow local guidelines,1 week
Hyderabad,2024-09-14,Moderate,Weather,Chennai to Delhi,Follow local guidelines,Indefinite
Pune,2025-02-11,Low,Weather,Delhi to Kolkata,Avoid non-essential travel,1 week
Mumbai,2025-03-07,Severe,Health advisory,Pune to Delhi,Check with airlines,1 week
Pune,2025-08-20,Low,Political unrest,Delhi to Mumbai,Avoid non-essential travel,3 days
Pune,2024-09-04,Severe,Weather,Mumbai to Pune,No Info,3 days
Mumbai,2024-10-22,Severe,Infrastructure issues,Pune to Bangalore,Follow local guidelines,1 day
Chennai,2025-08-23,Severe,Political unrest,Hyderabad to Bangalore,Avoid non-essential travel,1 day
Jaipur,2025-02-22,Moderate,Weather,Chennai to Jaipur,No Info,3 days
Bangalore,2025-08-10,High,Security concerns,Hyderabad to Bangalore,Follow local guidelines,1 week
Delhi,2024-10-10,High,Health advisory,Mumbai to Jaipur,Follow local guidelines,1 day
Bangalore,2025-02-27,Low,Political unrest,Jaipur to Pune,Avoid non-essential travel,Indefinite
Hyderabad,2024-09-16,Low,Infrastructure issues,Bangalore to Hyderabad,Avoid non-essential travel,3 days
Bangalore,2025-06-03,Low,Security concerns,Jaipur to Pune,Avoid non-essential travel,1 week
Pune,2025-02-23,Moderate,Health advisory,Kolkata to Jaipur,No Info,1 week
Pune,2024-11-13,High,Infrastructure issues,Hyderabad to Bangalore,Monitor local news,Indefinite
Chennai,2024-11-26,Low,Security concerns,Mumbai to Kolkata,Follow local guidelines,3 days
Mumbai,2025-03-07,High,Security concerns,Kolkata to Chennai,Monitor local news,1 week
Kolkata,2025-01-30,Moderate,Infrastructure issues,Chennai to Hyderabad,Check with airlines,3 days
Kolkata,2025-03-23,High,Political unrest,Chennai to Bangalore,Follow local guidelines,3 days
Pune,2025-03-25,Moderate,Health advisory,Pune to Delhi,Follow local guidelines,1 week
Hyderabad,2024-10-08,Moderate,Weather,Delhi to Bangalore,Follow local guidelines,1 day
Bangalore,2025-02-17,Low,Security concerns,Pune to Kolkata,Check with airlines,Indefinite
Delhi,2024-09-26,High,Weather,Bangalore to Chennai,Avoid non-essential travel,Indefinite
Pune,2024-11-11,Low,Political unrest,Delhi to Bangalore,Avoid non-essential travel,3 days
Delhi,2025-04-12,High,Infrastructure issues,Mumbai to Kolkata,Follow local guidelines,1 day
Mumbai,2025-02-03,Moderate,Health advisory,Kolkata to Delhi,Avoid non-essential travel,1 week
Jaipur,2025-02-01,Severe,Political unrest,Chennai to Hyderabad,Avoid non-essential travel,3 days
Bangalore,2025-08-10,Moderate,Security concerns,Pune to Kolkata,No Info,Indefinite
Mumbai,2025-05-04,Low,Weather,Pune to Kolkata,Avoid non-essential travel,Indefinite
Mumbai,2025-06-20,High,Health advisory,Kolkata to Chennai,No Info,Indefinite
Jaipur,2025-03-29,Moderate,Health advisory,Mumbai to Pune,Check with airlines,Indefinite
Kolkata,2025-03-08,High,Security concerns,Hyderabad to Chennai,Monitor local news,Indefinite
Chennai,2025-06-04,Severe,Health advisory,Pune to Chennai,No Info,1 day
Pune,2025-06-06,Moderate,Political unrest,Jaipur to Pune,Monitor local news,Indefinite
Delhi,2025-05-15,Severe,Weather,Pune to Hyderabad,No Info,3 days
Bangalore,2025-08-14,High,Infrastructure issues,Delhi to Bangalore,Monitor local news,Indefinite
Bangalore,2025-06-02,High,Infrastructure issues,Jaipur to Pune,No Info,3 days
Jaipur,2024-11-10,Severe,Political unrest,Delhi to Kolkata,Monitor local news,3 days
Jaipur,2025-07-09,Moderate,Health advisory,Bangalore to Delhi,Monitor local news,Indefinite
Pune,2024-09-20,Low,Security concerns,Pune to Bangalore,Check with airlines,1 day
Chennai,2025-02-11,Low,Health advisory,Hyderabad to Pune,Avoid non-essential travel,3 days
Chennai,2025-06-05,Severe,Security concerns,Chennai to Bangalore,Monitor local news,1 day
Pune,2025-04-15,Severe,Infrastructure issues,Mumbai to Jaipur,Avoid non-essential travel,3 days
Delhi,2025-04-06,Moderate,Health advisory,Hyderabad to Chennai,No Info,3 days
Mumbai,2025-01-16,Low,Health advisory,Pune to Chennai,Follow local guidelines,3 days
Hyderabad,2024-12-16,Severe,Political unrest,Kolkata to Mumbai,Avoid non-essential travel,3 days
Jaipur,2024-12-10,Low,Political unrest,Pune to Kolkata,Check with airlines,Indefinite
Mumbai,2024-10-14,Moderate,Health advisory,Bangalore to Pune,No Info,1 week
Hyderabad,2025-07-24,Moderate,Security concerns,Pune to Delhi,Monitor local news,1 week
Mumbai,2024-09-04,Moderate,Weather,Hyderabad to Kolkata,No Info,1 day
Chennai,2025-02-18,High,Security concerns,Pune to Delhi,Avoid non-essential travel,1 day
Delhi,2025-03-28,Severe,Infrastructure issues,Delhi to Bangalore,Check with airlines,1 day
Hyderabad,2025-01-08,Low,Political unrest,Hyderabad to Chennai,No Info,Indefinite
Pune,2025-07-15,High,Political unrest,Hyderabad to Jaipur,No Info,1 week
Pune,2024-10-09,Moderate,Security concerns,Pune to Jaipur,No Info,1 day
Kolkata,2025-04-14,Low,Security concerns,Bangalore to Chennai,Follow local guidelines,1 day
Pune,2025-08-03,Moderate,Health advisory,Jaipur to Delhi,Avoid non-essential travel,Indefinite
Bangalore,2025-06-16,Moderate,Political unrest,Kolkata to Mumbai,No Info,Indefinite
Chennai,2025-08-21,High,Infrastructure issues,Mumbai to Jaipur,No Info,Indefinite
Mumbai,2025-02-23,Moderate,Infrastructure issues,Jaipur to Bangalore,Check with airlines,3 days
Hyderabad,2025-02-04,Low,Political unrest,Chennai to Kolkata,Check with airlines,Indefinite
Kolkata,2025-08-20,Severe,Weather,Pune to Jaipur,Follow local guidelines,3 days
Mumbai,2025-02-10,Severe,Health advisory,Bangalore to Hyderabad,Monitor local news,1 day
Mumbai,2024-12-27,Severe,Infrastructure issues,Mumbai to Delhi,Follow local guidelines,1 day
Mumbai,2024-10-29,High,Infrastructure issues,Chennai to Mumbai,Check with airlines,3 days
Mumbai,2025-07-20,Severe,Political unrest,Delhi to Mumbai,No Info,Indefinite
Hyderabad,2025-02-13,Low,Infrastructure issues,Jaipur to Mumbai,No Info,Indefinite
Jaipur,2024-10-14,Moderate,Health advisory,Bangalore to Delhi,Follow local guidelines,3 days
Delhi,2025-06-13,Moderate,Security concerns,Kolkata to Chennai,Follow local guidelines,1 week
Bangalore,2025-02-12,High,Weather,Bangalore to Jaipur,No Info,1 day
Jaipur,2024-12-04,Low,Security concerns,Bangalore to Kolkata,Monitor local news,1 day
Delhi,2024-09-26,Moderate,Weather,Bangalore to Kolkata,Check with airlines,1 day
