Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
Royal Palace,Bangalore,2025-07-14,Deluxe,7545,Fully Booked,Free Wi-Fi,2025-07-18,4
Royal Palace,Chennai,2025-05-27,Suite,5394,Fully Booked,No Info,2025-06-02,6
Mountain Lodge,Pune,2024-10-14,Double,8264,Fully Booked,No Info,2024-10-17,3
Ocean View,Pune,2025-05-10,Double,6824,Available,Airport Shuttle,2025-05-11,1
The Luxe,Mumbai,2024-10-25,Single,5484,Available,Breakfast Included,2024-10-30,5
City Inn,Kolkata,2025-08-27,Double,11436,Available,Pool Access Included,2025-09-05,9
Mountain Lodge,Kolkata,2024-11-14,Double,10346,Available,Pool Access Included,2024-11-18,4
Ocean View,Bangalore,2025-03-16,Suite,11591,Fully Booked,Breakfast Included,2025-03-20,4
Royal Palace,Bangalore,2025-07-06,Single,14264,Fully Booked,Airport Shuttle,2025-07-07,1
Comfort Stay,Jaipur,2025-07-14,Deluxe,3035,Available,No Info,2025-07-17,3
Royal Palace,Pune,2025-03-09,Deluxe,6895,Available,Airport Shuttle,2025-03-17,8
Comfort Stay,Kolkata,2025-08-20,Double,12120,Fully Booked,Pool Access Included,2025-08-23,3
Ocean View,Jaipur,2025-02-20,Deluxe,13017,Available,Airport Shuttle,2025-02-21,1
City Inn,Hyderabad,2024-09-01,Deluxe,6525,Fully Booked,Pool Access Included,2024-09-07,6
The Luxe,Bangalore,2025-08-01,Deluxe,9130,Available,Pool Access Included,2025-08-07,6
City Inn,Mumbai,2025-03-26,Single,8116,Fully Booked,Breakfast Included,2025-03-30,4
Ocean View,Jaipur,2025-01-23,Deluxe,5663,Available,Free Wi-Fi,2025-01-26,3
Hotel Grand,Bangalore,2024-12-09,Suite,10110,Available,Airport Shuttle,2024-12-11,2
Mountain Lodge,Chennai,2025-08-07,Double,11334,Fully Booked,Free Wi-Fi,2025-08-12,5
Royal Palace,Chennai,2024-10-26,Double,12517,Available,Airport Shuttle,2024-11-05,10
Hotel Grand,Mumbai,2025-03-19,Double,12149,Available,Free Wi-Fi,2025-03-28,9
Royal Palace,Jaipur,2025-02-14,Double,14093,Fully Booked,Pool Access Included,2025-02-18,4
Ocean View,Jaipur,2025-05-10,Suite,13468,Available,Free Wi-Fi,2025-05-17,7
Royal Palace,Kolkata,2024-10-04,Double,4570,Available,No Info,2024-10-08,4
Mountain Lodge,Jaipur,2025-04-07,Deluxe,9529,Available,No Info,2025-04-10,3
City Inn,Mumbai,2025-01-16,Double,8469,Available,No Info,2025-01-23,7
The Luxe,Chennai,2025-05-07,Single,11238,Fully Booked,Airport Shuttle,2025-05-09,2
Mountain Lodge,Hyderabad,2025-03-21,Double,5443,Available,Pool Access Included,2025-03-25,4
Hotel Grand,Delhi,2025-07-24,Deluxe,9443,Fully Booked,Free Wi-Fi,2025-07-30,6
City Inn,Delhi,2024-09-30,Double,10553,Available,Free Wi-Fi,2024-10-03,3
City Inn,Bangalore,2024-09-24,Single,11860,Fully Booked,No Info,2024-09-25,1
Mountain Lodge,Kolkata,2025-04-03,Deluxe,10958,Fully Booked,No Info,2025-04-11,8
Comfort Stay,Chennai,2025-01-29,Double,3895,Available,Airport Shuttle,2025-01-31,2
Ocean View,Mumbai,2025-05-06,Deluxe,10051,Available,Pool Access Included,2025-05-08,2
Hotel Grand,Mumbai,2025-02-17,Deluxe,5484,Fully Booked,Pool Access Included,2025-02-21,4
Royal Palace,Jaipur,2025-03-23,Deluxe,4265,Available,Pool Access Included,2025-03-27,4
Comfort Stay,Hyderabad,2025-07-16,Suite,10359,Available,Airport Shuttle,2025-07-18,2
Ocean View,Chennai,2025-08-17,Deluxe,2429,Fully Booked,Breakfast Included,2025-08-25,8
Royal Palace,Pune,2025-04-08,Deluxe,11028,Available,No Info,2025-04-16,8
City Inn,Chennai,2025-05-20,Suite,9159,Available,Free Wi-Fi,2025-05-22,2
Hotel Grand,Bangalore,2024-12-04,Deluxe,11355,Available,Free Wi-Fi,2024-12-13,9
Royal Palace,Mumbai,2025-04-06,Single,4050,Available,Pool Access Included,2025-04-10,4
Hotel Grand,Chennai,2024-10-24,Single,9900,Fully Booked,Airport Shuttle,2024-10-28,4
City Inn,Bangalore,2024-09-01,Deluxe,7792,Available,Free Wi-Fi,2024-09-11,10
City Inn,Chennai,2025-06-05,Single,9810,Fully Booked,Breakfast Included,2025-06-07,2
Ocean View,Kolkata,2025-08-31,Double,12615,Available,Airport Shuttle,2025-09-04,4
Royal Palace,Chennai,2025-06-06,Deluxe,13063,Available,Pool Access Included,2025-06-08,2
Ocean View,Kolkata,2025-02-07,Single,6861,Available,Breakfast Included,2025-02-09,2
Mountain Lodge,Bangalore,2025-01-23,Deluxe,3704,Fully Booked,Free Wi-Fi,2025-01-26,3
Hotel Grand,Kolkata,2024-12-05,Single,8195,Fully Booked,Pool Access Included,2024-12-08,3
Mountain Lodge,Bangalore,2024-12-07,Deluxe,3387,Fully Booked,Free Wi-Fi,2024-12-16,9
Royal Palace,Pune,2024-12-08,Deluxe,12961,Available,Breakfast Included,2024-12-11,3
Mountain Lodge,Hyderabad,2025-02-17,Double,8634,Available,Airport Shuttle,2025-02-27,10
Comfort Stay,Jaipur,2025-05-03,Single,7458,Available,Airport Shuttle,2025-05-05,2
Ocean View,Jaipur,2024-12-13,Double,10991,Available,Pool Access Included,2024-12-20,7
Ocean View,Hyderabad,2025-08-07,Single,13379,Fully Booked,Breakfast Included,2025-08-16,9
City Inn,Pune,2024-10-12,Single,14497,Fully Booked,Free Wi-Fi,2024-10-20,8
Mountain Lodge,Delhi,2025-04-30,Deluxe,3515,Fully Booked,Airport Shuttle,2025-05-04,4
Royal Palace,Pune,2025-05-07,Suite,14422,Available,Breakfast Included,2025-05-17,10
City Inn,Bangalore,2024-10-04,Double,6193,Fully Booked,Airport Shuttle,2024-10-10,6
Hotel Grand,Mumbai,2025-01-02,Suite,6299,Fully Booked,Airport Shuttle,2025-01-07,5
Hotel Grand,Chennai,2025-05-01,Deluxe,7096,Fully Booked,Free Wi-Fi,2025-05-02,1
Royal Palace,Kolkata,2025-07-23,Single,13120,Fully Booked,Pool Access Included,2025-07-26,3
City Inn,Bangalore,2025-04-18,Suite,14234,Available,Airport Shuttle,2025-04-27,9
Comfort Stay,Hyderabad,2024-12-03,Double,10131,Fully Booked,Pool Access Included,2024-12-10,7
Ocean View,Delhi,2025-05-12,Deluxe,12555,Available,Breakfast Included,2025-05-17,5
City Inn,Kolkata,2024-11-24,Deluxe,6015,Available,Airport Shuttle,2024-12-03,9
Comfort Stay,Kolkata,2025-02-06,Suite,14378,Available,Pool Access Included,2025-02-16,10
Royal Palace,Chennai,2024-12-04,Single,3758,Fully Booked,Breakfast Included,2024-12-13,9
Mountain Lodge,Kolkata,2025-04-04,Deluxe,13661,Available,Pool Access Included,2025-04-06,2
Hotel Grand,Kolkata,2025-05-07,Double,8466,Available,Breakfast Included,2025-05-12,5
Comfort Stay,Jaipur,2025-03-10,Double,13242,Available,Pool Access Included,2025-03-14,4
City Inn,Bangalore,2024-10-07,Suite,2320,Available,Free Wi-Fi,2024-10-08,1
City Inn,Hyderabad,2025-05-30,Suite,8398,Fully Booked,No Info,2025-06-01,2
City Inn,Chennai,2025-01-22,Suite,11923,Fully Booked,Pool Access Included,2025-01-25,3
Ocean View,Mumbai,2024-11-27,Deluxe,4974,Fully Booked,Pool Access Included,2024-12-05,8
Hotel Grand,Delhi,2025-01-29,Single,8904,Fully Booked,Free Wi-Fi,2025-01-31,2
Ocean View,Mumbai,2025-01-03,Double,14453,Available,No Info,2025-01-04,1
Comfort Stay,Mumbai,2025-08-12,Suite,11553,Available,No Info,2025-08-18,6
City Inn,Mumbai,2025-06-17,Single,13201,Fully Booked,Breakfast Included,2025-06-25,8
Royal Palace,Jaipur,2025-05-05,Deluxe,8982,Available,Free Wi-Fi,2025-05-12,7
City Inn,Pune,2025-08-27,Suite,13290,Available,Breakfast Included,2025-09-03,7
Comfort Stay,Delhi,2025-05-04,Suite,10887,Fully Booked,Breakfast Included,2025-05-09,5
The Luxe,Jaipur,2025-07-16,Deluxe,2080,Fully Booked,Pool Access Included,2025-07-24,8
Hotel Grand,Bangalore,2025-03-06,Deluxe,8519,Available,Free Wi-Fi,2025-03-12,6
Comfort Stay,Delhi,2025-07-16,Double,13334,Fully Booked,Breakfast Included,2025-07-17,1
Hotel Grand,Bangalore,2024-11-08,Suite,6863,Available,Pool Access Included,2024-11-17,9
Hotel Grand,Chennai,2025-01-21,Single,9105,Fully Booked,Airport Shuttle,2025-01-26,5
Royal Palace,Hyderabad,2025-05-11,Suite,4372,Available,Breakfast Included,2025-05-20,9
Royal Palace,Mumbai,2024-12-21,Deluxe,7230,Fully Booked,Airport Shuttle,2024-12-22,1
Hotel Grand,Hyderabad,2024-12-12,Single,3233,Available,Free Wi-Fi,2024-12-21,9
The Luxe,Jaipur,2025-05-04,Single,9297,Available,No Info,2025-05-13,9
Comfort Stay,Pune,2025-04-01,Single,9902,Available,Free Wi-Fi,2025-04-07,6
Mountain Lodge,Hyderabad,2025-05-08,Single,14945,Available,Breakfast Included,2025-05-17,9
Royal Palace,Hyderabad,2024-12-13,Deluxe,7296,Fully Booked,Pool Access Included,2024-12-20,7
Mountain Lodge,Jaipur,2025-04-19,Double,13629,Available,Pool Access Included,2025-04-27,8
Ocean View,Jaipur,2024-10-30,Suite,4646,Fully Booked,Pool Access Included,2024-11-05,6
Ocean View,Bangalore,2025-06-30,Suite,11043,Available,Pool Access Included,2025-07-05,5
Mountain Lodge,Jaipur,2025-01-30,Double,6548,Available,Airport Shuttle,2025-02-09,10
Comfort Stay,Delhi,2025-03-27,Deluxe,14595,Fully Booked,No Info,2025-04-05,9
Hotel Grand,Pune,2024-10-09,Single,2885,Fully Booked,Free Wi-Fi,2024-10-19,10
Ocean View,Hyderabad,2025-08-15,Double,14813,Available,Breakfast Included,2025-08-24,9
The Luxe,Bangalore,2025-07-13,Single,10833,Available,Free Wi-Fi,2025-07-15,2
City Inn,Bangalore,2025-07-20,Suite,4357,Available,Pool Access Included,2025-07-21,1
Comfort Stay,Delhi,2025-05-25,Deluxe,2647,Fully Booked,No Info,2025-06-03,9
The Luxe,Pune,2024-10-10,Single,14080,Fully Booked,Airport Shuttle,2024-10-13,3
Hotel Grand,Bangalore,2025-01-11,Suite,6149,Available,Pool Access Included,2025-01-13,2
City Inn,Chennai,2025-06-14,Double,8400,Fully Booked,Free Wi-Fi,2025-06-16,2
Comfort Stay,Bangalore,2025-02-27,Suite,10070,Available,Airport Shuttle,2025-03-06,7
Royal Palace,Kolkata,2024-12-30,Suite,3471,Fully Booked,Breakfast Included,2024-12-31,1
Hotel Grand,Kolkata,2025-04-20,Suite,6735,Available,No Info,2025-04-23,3
Mountain Lodge,Delhi,2025-01-16,Deluxe,14246,Available,Free Wi-Fi,2025-01-20,4
Mountain Lodge,Bangalore,2024-11-21,Suite,3220,Fully Booked,No Info,2024-11-29,8
Mountain Lodge,Pune,2024-11-09,Double,10647,Fully Booked,Free Wi-Fi,2024-11-17,8
Hotel Grand,Bangalore,2025-06-27,Deluxe,10779,Available,Free Wi-Fi,2025-07-03,6
Hotel Grand,Mumbai,2025-04-29,Deluxe,12209,Available,Pool Access Included,2025-05-04,5
Royal Palace,Jaipur,2024-11-28,Deluxe,2185,Available,Free Wi-Fi,2024-12-08,10
Ocean View,Delhi,2025-08-08,Single,8759,Available,Pool Access Included,2025-08-15,7
Hotel Grand,Chennai,2024-11-07,Suite,13390,Available,Breakfast Included,2024-11-14,7
Comfort Stay,Jaipur,2025-06-22,Deluxe,6915,Fully Booked,Pool Access Included,2025-06-27,5
City Inn,Pune,2024-12-05,Single,13566,Available,Pool Access Included,2024-12-15,10
City Inn,Hyderabad,2024-11-13,Suite,5387,Fully Booked,Pool Access Included,2024-11-18,5
City Inn,Hyderabad,2024-11-13,Double,2452,Available,Breakfast Included,2024-11-17,4
Mountain Lodge,Pune,2025-07-04,Single,9510,Available,Free Wi-Fi,2025-07-09,5
Mountain Lodge,Hyderabad,2025-06-26,Deluxe,2514,Available,Breakfast Included,2025-07-06,10
The Luxe,Bangalore,2024-10-24,Single,7235,Fully Booked,Pool Access Included,2024-10-30,6
Hotel Grand,Delhi,2024-09-25,Single,12642,Available,Pool Access Included,2024-10-02,7
The Luxe,Jaipur,2024-09-29,Double,5755,Fully Booked,Breakfast Included,2024-10-01,2
Comfort Stay,Pune,2025-04-30,Single,14036,Available,Pool Access Included,2025-05-09,9
City Inn,Jaipur,2025-07-31,Double,8200,Available,Breakfast Included,2025-08-10,10
The Luxe,Kolkata,2025-01-19,Suite,6158,Fully Booked,Free Wi-Fi,2025-01-25,6
Comfort Stay,Jaipur,2025-07-18,Double,7023,Fully Booked,Airport Shuttle,2025-07-25,7
City Inn,Pune,2025-01-06,Suite,7533,Available,Free Wi-Fi,2025-01-08,2
Hotel Grand,Jaipur,2025-03-22,Single,2406,Available,Free Wi-Fi,2025-03-31,9
Ocean View,Chennai,2025-06-30,Deluxe,5615,Fully Booked,Airport Shuttle,2025-07-01,1
Royal Palace,Jaipur,2025-08-21,Single,2523,Fully Booked,No Info,2025-08-26,5
Royal Palace,Kolkata,2025-07-03,Double,8931,Available,Breakfast Included,2025-07-11,8
Royal Palace,Chennai,2024-10-23,Deluxe,12788,Available,Free Wi-Fi,2024-11-02,10
The Luxe,Kolkata,2024-12-31,Suite,6699,Fully Booked,Free Wi-Fi,2025-01-02,2
Royal Palace,Pune,2024-12-12,Suite,13318,Available,Breakfast Included,2024-12-18,6
Hotel Grand,Pune,2025-03-28,Single,10701,Available,No Info,2025-04-06,9
Hotel Grand,Jaipur,2025-05-12,Double,10175,Fully Booked,Breakfast Included,2025-05-18,6
City Inn,Hyderabad,2025-08-23,Single,12064,Available,Airport Shuttle,2025-08-24,1
Ocean View,Bangalore,2024-11-09,Suite,9851,Fully Booked,Pool Access Included,2024-11-17,8
Ocean View,Mumbai,2025-02-06,Single,10444,Available,Pool Access Included,2025-02-13,7
The Luxe,Jaipur,2025-08-19,Single,6542,Fully Booked,Pool Access Included,2025-08-21,2
Mountain Lodge,Delhi,2025-08-19,Double,3419,Fully Booked,Airport Shuttle,2025-08-25,6
Royal Palace,Kolkata,2024-10-10,Double,10553,Available,Airport Shuttle,2024-10-14,4
City Inn,Pune,2025-08-11,Single,2886,Available,Pool Access Included,2025-08-20,9
The Luxe,Bangalore,2024-12-17,Deluxe,9159,Fully Booked,Free Wi-Fi,2024-12-19,2
Royal Palace,Jaipur,2024-11-06,Deluxe,8988,Available,Airport Shuttle,2024-11-07,1
Comfort Stay,Bangalore,2024-11-02,Double,5752,Fully Booked,Pool Access Included,2024-11-06,4
City Inn,Mumbai,2025-02-21,Double,13955,Available,No Info,2025-02-22,1
Ocean View,Delhi,2025-05-26,Suite,7078,Fully Booked,Airport Shuttle,2025-05-31,5
Royal Palace,Delhi,2025-01-22,Deluxe,13693,Available,Airport Shuttle,2025-01-29,7
Hotel Grand,Kolkata,2025-04-25,Double,4535,Available,Breakfast Included,2025-04-26,1
Comfort Stay,Delhi,2025-08-08,Deluxe,11342,Fully Booked,Pool Access Included,2025-08-09,1
City Inn,Hyderabad,2024-10-11,Double,3947,Available,No Info,2024-10-17,6
City Inn,Bangalore,2025-06-18,Single,6004,Available,Pool Access Included,2025-06-28,10
Hotel Grand,Hyderabad,2025-04-08,Single,9951,Available,Airport Shuttle,2025-04-10,2
Ocean View,Hyderabad,2024-10-31,Double,5370,Available,Free Wi-Fi,2024-11-03,3
Ocean View,Hyderabad,2025-06-16,Deluxe,12298,Fully Booked,Airport Shuttle,2025-06-23,7
City Inn,Mumbai,2025-07-05,Single,13162,Fully Booked,Breakfast Included,2025-07-07,2
Royal Palace,Chennai,2024-12-25,Suite,7251,Fully Booked,Pool Access Included,2025-01-04,10
Hotel Grand,Hyderabad,2025-07-28,Deluxe,11604,Available,No Info,2025-08-07,10
City Inn,Pune,2025-04-26,Suite,14588,Available,Breakfast Included,2025-05-01,5
Mountain Lodge,Delhi,2024-12-24,Single,3804,Available,Pool Access Included,2024-12-28,4
City Inn,Delhi,2024-09-01,Double,5039,Available,Breakfast Included,2024-09-02,1
Hotel Grand,Hyderabad,2024-09-18,Deluxe,5099,Fully Booked,Airport Shuttle,2024-09-21,3
Comfort Stay,Kolkata,2025-09-01,Suite,13484,Fully Booked,Free Wi-Fi,2025-09-07,6
Ocean View,Hyderabad,2025-03-19,Double,13938,Available,Pool Access Included,2025-03-21,2
Royal Palace,Pune,2025-03-26,Suite,4816,Available,Pool Access Included,2025-03-30,4
Hotel Grand,Hyderabad,2025-02-03,Double,6588,Available,Breakfast Included,2025-02-12,9
Mountain Lodge,Bangalore,2025-03-01,Double,12732,Fully Booked,Breakfast Included,2025-03-09,8
The Luxe,Mumbai,2025-04-24,Suite,7431,Available,Airport Shuttle,2025-05-03,9
Royal Palace,Kolkata,2025-05-25,Double,12190,Fully Booked,Airport Shuttle,2025-05-28,3
The Luxe,Kolkata,2024-12-29,Single,11656,Available,Breakfast Included,2024-12-31,2
Hotel Grand,Chennai,2025-06-15,Single,8908,Available,Breakfast Included,2025-06-17,2
Royal Palace,Delhi,2025-04-13,Double,14781,Available,Free Wi-Fi,2025-04-14,1
The Luxe,Mumbai,2025-03-15,Single,13769,Available,Free Wi-Fi,2025-03-17,2
The Luxe,Mumbai,2025-03-28,Suite,11398,Available,Breakfast Included,2025-04-02,5
Hotel Grand,Chennai,2025-05-03,Single,7715,Fully Booked,Airport Shuttle,2025-05-04,1
Comfort Stay,Pune,2025-04-17,Single,12092,Fully Booked,Pool Access Included,2025-04-22,5
Mountain Lodge,Kolkata,2025-08-18,Single,4064,Fully Booked,Pool Access Included,2025-08-26,8
Royal Palace,Mumbai,2024-10-28,Deluxe,11874,Fully Booked,No Info,2024-11-05,8
Hotel Grand,Pune,2025-03-06,Double,8455,Fully Booked,Breakfast Included,2025-03-16,10
Comfort Stay,Chennai,2024-12-26,Deluxe,14313,Fully Booked,Airport Shuttle,2025-01-01,6
Ocean View,Chennai,2025-01-24,Deluxe,14663,Fully Booked,Breakfast Included,2025-01-25,1
Royal Palace,Delhi,2025-05-28,Suite,14383,Fully Booked,No Info,2025-06-02,5
Comfort Stay,Mumbai,2025-02-04,Suite,10931,Fully Booked,No Info,2025-02-05,1
City Inn,Hyderabad,2025-08-02,Deluxe,3761,Available,Breakfast Included,2025-08-06,4
City Inn,Hyderabad,2025-08-15,Double,11246,Fully Booked,No Info,2025-08-25,10
Ocean View,Chennai,2025-07-27,Single,4621,Fully Booked,Pool Access Included,2025-07-31,4
Comfort Stay,Jaipur,2025-02-08,Deluxe,5631,Fully Booked,No Info,2025-02-11,3
Hotel Grand,Pune,2025-06-05,Deluxe,8129,Available,Airport Shuttle,2025-06-14,9
Mountain Lodge,Kolkata,2025-08-29,Deluxe,7846,Available,Free Wi-Fi,2025-09-03,5
Hotel Grand,Pune,2025-01-03,Double,3401,Available,Pool Access Included,2025-01-11,8
Ocean View,Hyderabad,2025-01-20,Single,2372,Available,No Info,2025-01-23,3
Hotel Grand,Jaipur,2024-11-02,Suite,4412,Fully Booked,Free Wi-Fi,2024-11-05,3
City Inn,Mumbai,2024-11-28,Double,9465,Available,No Info,2024-12-02,4
Comfort Stay,Mumbai,2024-11-23,Suite,14307,Available,Pool Access Included,2024-12-01,8
City Inn,Mumbai,2025-03-30,Deluxe,6683,Available,Airport Shuttle,2025-04-07,8
Ocean View,Jaipur,2025-08-03,Suite,4782,Fully Booked,Pool Access Included,2025-08-12,9
Mountain Lodge,Jaipur,2024-12-20,Deluxe,4640,Available,No Info,2024-12-27,7
Comfort Stay,Chennai,2024-12-31,Double,11380,Available,No Info,2025-01-03,3
Mountain Lodge,Jaipur,2024-09-07,Double,11274,Available,No Info,2024-09-11,4
Royal Palace,Mumbai,2025-04-08,Deluxe,14589,Available,Pool Access Included,2025-04-16,8
Royal Palace,Pune,2024-10-04,Suite,9570,Available,Pool Access Included,2024-10-14,10
Hotel Grand,Hyderabad,2025-04-24,Deluxe,4828,Available,Free Wi-Fi,2025-04-27,3
Hotel Grand,Jaipur,2024-11-09,Single,8052,Fully Booked,Airport Shuttle,2024-11-18,9
Hotel Grand,Bangalore,2025-06-07,Deluxe,14928,Fully Booked,Airport Shuttle,2025-06-09,2
Ocean View,Kolkata,2025-03-19,Single,6528,Fully Booked,Breakfast Included,2025-03-27,8
City Inn,Hyderabad,2025-05-28,Double,12855,Fully Booked,Pool Access Included,2025-05-31,3
The Luxe,Delhi,2025-04-29,Suite,12681,Fully Booked,Free Wi-Fi,2025-04-30,1
Ocean View,Chennai,2025-05-23,Deluxe,5083,Fully Booked,Pool Access Included,2025-05-31,8
Hotel Grand,Kolkata,2024-10-16,Double,6631,Available,Airport Shuttle,2024-10-22,6
Hotel Grand,Hyderabad,2025-08-05,Double,4565,Fully Booked,No Info,2025-08-15,10
Royal Palace,Hyderabad,2024-09-13,Deluxe,7895,Fully Booked,No Info,2024-09-21,8
Mountain Lodge,Chennai,2024-10-15,Single,11792,Available,Pool Access Included,2024-10-23,8
Hotel Grand,Pune,2024-11-14,Deluxe,4903,Available,Free Wi-Fi,2024-11-15,1
Comfort Stay,Pune,2024-10-09,Deluxe,12528,Available,Pool Access Included,2024-10-10,1
City Inn,Chennai,2025-06-22,Single,8528,Fully Booked,Pool Access Included,2025-07-02,10
City Inn,Delhi,2025-08-14,Single,14580,Fully Booked,No Info,2025-08-16,2
Hotel Grand,Bangalore,2025-02-03,Suite,2765,Fully Booked,Pool Access Included,2025-02-10,7
Ocean View,Hyderabad,2024-09-18,Deluxe,10766,Fully Booked,Pool Access Included,2024-09-26,8
The Luxe,Kolkata,2025-01-17,Single,9730,Available,Airport Shuttle,2025-01-23,6
Mountain Lodge,Chennai,2024-11-12,Suite,10894,Available,Free Wi-Fi,2024-11-16,4
Ocean View,Bangalore,2025-05-13,Double,12930,Fully Booked,Free Wi-Fi,2025-05-17,4
Royal Palace,Mumbai,2025-02-14,Double,5700,Fully Booked,Breakfast Included,2025-02-18,4
The Luxe,Delhi,2024-10-29,Double,12969,Fully Booked,Free Wi-Fi,2024-11-08,10
Ocean View,Delhi,2025-03-06,Double,3225,Available,Pool Access Included,2025-03-14,8
The Luxe,Hyderabad,2025-05-04,Single,3928,Available,Pool Access Included,2025-05-12,8
Hotel Grand,Pune,2025-01-08,Double,5150,Available,No Info,2025-01-15,7
Mountain Lodge,Delhi,2025-08-08,Deluxe,11714,Fully Booked,Breakfast Included,2025-08-10,2
Hotel Grand,Chennai,2025-02-22,Suite,3711,Fully Booked,Pool Access Included,2025-02-25,3
City Inn,Hyderabad,2024-11-08,Suite,12762,Available,Pool Access Included,2024-11-15,7
Ocean View,Bangalore,2024-12-08,Double,9517,Available,Free Wi-Fi,2024-12-11,3
Comfort Stay,Pune,2024-12-12,Double,5004,Available,No Info,2024-12-19,7
The Luxe,Chennai,2024-12-11,Suite,10592,Available,Pool Access Included,2024-12-13,2
Ocean View,Hyderabad,2025-05-16,Double,11084,Fully Booked,Airport Shuttle,2025-05-17,1
The Luxe,Jaipur,2024-12-03,Suite,13206,Fully Booked,Pool Access Included,2024-12-04,1
Mountain Lodge,Bangalore,2025-02-14,Single,10478,Available,Airport Shuttle,2025-02-22,8
Comfort Stay,Mumbai,2025-07-28,Suite,12923,Fully Booked,Pool Access Included,2025-08-04,7
City Inn,Bangalore,2025-07-08,Double,14252,Available,No Info,2025-07-10,2
Ocean View,Jaipur,2025-01-20,Double,3093,Available,Pool Access Included,2025-01-27,7
The Luxe,Bangalore,2024-10-11,Single,10367,Available,No Info,2024-10-20,9
The Luxe,Jaipur,2025-07-26,Double,10543,Fully Booked,No Info,2025-07-30,4
Mountain Lodge,Bangalore,2025-04-10,Deluxe,4933,Fully Booked,Airport Shuttle,2025-04-13,3
Comfort Stay,Mumbai,2025-02-17,Deluxe,7988,Fully Booked,Pool Access Included,2025-02-27,10
Royal Palace,Mumbai,2024-12-12,Deluxe,7207,Available,Free Wi-Fi,2024-12-20,8
Mountain Lodge,Chennai,2025-06-05,Double,8321,Fully Booked,Airport Shuttle,2025-06-06,1
Royal Palace,Kolkata,2025-07-12,Deluxe,13767,Fully Booked,No Info,2025-07-13,1
The Luxe,Chennai,2025-03-05,Double,11894,Available,Pool Access Included,2025-03-10,5
Comfort Stay,Chennai,2025-08-23,Double,13164,Available,Airport Shuttle,2025-08-29,6
Ocean View,Jaipur,2025-05-19,Suite,10695,Fully Booked,Free Wi-Fi,2025-05-27,8
City Inn,Jaipur,2024-12-26,Suite,6772,Fully Booked,Airport Shuttle,2025-01-03,8
The Luxe,Delhi,2025-03-30,Single,6530,Fully Booked,Pool Access Included,2025-04-09,10
City Inn,Pune,2024-12-13,Double,13980,Fully Booked,Free Wi-Fi,2024-12-22,9
Mountain Lodge,Jaipur,2025-02-05,Single,11266,Fully Booked,Pool Access Included,2025-02-15,10
Mountain Lodge,Hyderabad,2025-02-02,Single,4663,Fully Booked,Free Wi-Fi,2025-02-11,9
